deviceCPUCyles,deviceCost,lbExecTime,lbFailureProb,serviceCost,serviceFailureProb,d1Services,d2Services,d3Services,scenario,policy,model,cost,executionTime,probSuccessfulExecution,policy_config
118,19,20,39,3,10,4,4,4,597,228,archexploration,93,38,61,4_4_4
119,27,43,23,3,10,4,4,4,598,228,archexploration,117,61,77,4_4_4
125,30,48,34,2,49,4,4,4,599,228,archexploration,114,59,59,4_4_4
149,30,39,47,3,18,4,4,4,600,228,archexploration,126,60,53,4_4_4
148,6,14,29,3,30,4,4,4,601,228,archexploration,54,32,70,4_4_4
103,16,13,37,4,49,4,4,4,602,228,archexploration,96,22,56,4_4_4
111,11,40,48,4,16,4,4,4,603,228,archexploration,81,56,52,4_4_4
130,19,18,18,3,17,4,4,4,604,228,archexploration,93,36,82,4_4_4
144,1,10,39,5,16,4,4,4,605,228,archexploration,63,31,61,4_4_4
109,39,17,48,5,50,4,4,4,606,228,archexploration,177,27,46,4_4_4
136,15,10,42,5,36,4,4,4,607,228,archexploration,105,25,56,4_4_4
143,31,46,29,5,36,4,4,4,608,228,archexploration,153,62,68,4_4_4
148,6,47,35,1,26,4,4,4,609,228,archexploration,30,66,64,4_4_4
108,26,26,32,3,12,4,4,4,610,228,archexploration,114,42,68,4_4_4
110,37,41,50,2,38,4,4,4,611,228,archexploration,135,53,48,4_4_4
113,34,28,22,5,10,4,4,4,612,228,archexploration,162,45,78,4_4_4
150,37,35,49,2,31,4,4,4,613,228,archexploration,135,53,50,4_4_4
112,38,36,16,4,10,4,4,4,614,228,archexploration,162,53,84,4_4_4
143,24,42,27,4,50,4,4,4,615,228,archexploration,120,54,64,4_4_4
101,24,19,19,1,46,4,4,4,616,228,archexploration,84,29,74,4_4_4
144,16,47,26,4,48,4,4,4,617,228,archexploration,96,60,66,4_4_4
112,0,22,41,2,44,4,4,4,618,228,archexploration,24,33,54,4_4_4
120,8,45,21,3,47,4,4,4,619,228,archexploration,60,56,71,4_4_4
104,5,30,37,2,17,4,4,4,620,228,archexploration,39,45,63,4_4_4
118,21,15,33,2,41,4,4,4,621,228,archexploration,87,27,63,4_4_4
110,26,29,13,1,50,4,4,4,622,228,archexploration,90,39,77,4_4_4
116,1,39,16,3,23,4,4,4,623,228,archexploration,39,54,83,4_4_4
109,32,48,45,5,29,4,4,4,624,228,archexploration,156,61,54,4_4_4
101,14,39,11,2,11,4,4,4,625,228,archexploration,66,54,89,4_4_4
142,30,37,37,5,15,4,4,4,626,228,archexploration,150,58,63,4_4_4
145,5,24,10,5,31,4,4,4,627,228,archexploration,75,41,88,4_4_4
138,13,37,40,4,26,4,4,4,628,228,archexploration,87,55,59,4_4_4
106,1,12,31,4,32,4,4,4,629,228,archexploration,51,25,67,4_4_4
126,1,39,18,1,41,4,4,4,630,228,archexploration,15,52,77,4_4_4
103,34,11,37,3,35,4,4,4,631,228,archexploration,138,23,61,4_4_4
131,30,14,43,5,30,4,4,4,632,228,archexploration,150,30,56,4_4_4
115,17,44,31,1,41,4,4,4,633,228,archexploration,63,56,65,4_4_4
114,33,33,31,5,43,4,4,4,634,228,archexploration,159,44,64,4_4_4
119,26,20,29,1,32,4,4,4,635,228,archexploration,90,34,69,4_4_4
131,16,20,48,2,21,4,4,4,636,228,archexploration,72,38,52,4_4_4
123,40,23,49,3,49,4,4,4,637,228,archexploration,156,34,45,4_4_4
143,13,31,14,1,38,4,4,4,638,228,archexploration,51,46,82,4_4_4
110,10,27,25,3,25,4,4,4,639,228,archexploration,66,41,74,4_4_4
120,27,14,12,5,49,4,4,4,640,228,archexploration,141,25,78,4_4_4
141,12,24,26,5,35,4,4,4,641,228,archexploration,96,40,71,4_4_4
136,12,12,35,1,44,4,4,4,642,228,archexploration,48,25,60,4_4_4
123,29,46,38,2,36,4,4,4,643,228,archexploration,111,60,60,4_4_4
118,20,47,23,2,50,4,4,4,644,228,archexploration,84,57,68,4_4_4
125,2,20,33,1,34,4,4,4,645,228,archexploration,18,34,65,4_4_4
104,26,28,36,2,38,4,4,4,646,228,archexploration,102,39,61,4_4_4
139,18,22,42,5,19,4,4,4,647,228,archexploration,114,41,58,4_4_4
148,12,29,33,1,24,4,4,4,648,228,archexploration,48,48,67,4_4_4
117,3,10,11,3,26,4,4,4,649,228,archexploration,45,25,88,4_4_4
114,30,17,25,3,10,4,4,4,650,228,archexploration,126,35,75,4_4_4
100,21,13,42,3,34,4,4,4,651,228,archexploration,99,24,56,4_4_4
124,20,44,28,3,44,4,4,4,652,228,archexploration,96,56,66,4_4_4
120,3,18,27,3,49,4,4,4,653,228,archexploration,45,29,65,4_4_4
138,34,17,31,4,35,4,4,4,654,228,archexploration,150,32,67,4_4_4
134,2,23,49,3,42,4,4,4,655,228,archexploration,42,36,48,4_4_4
116,11,48,49,2,39,4,4,4,656,228,archexploration,57,60,48,4_4_4
121,33,45,32,3,33,4,4,4,657,228,archexploration,135,59,66,4_4_4
137,6,18,12,5,46,4,4,4,658,228,archexploration,78,31,80,4_4_4
119,10,21,40,1,20,4,4,4,659,228,archexploration,42,37,60,4_4_4
133,39,22,25,2,13,4,4,4,660,228,archexploration,141,42,75,4_4_4
112,40,24,31,5,45,4,4,4,661,228,archexploration,180,35,63,4_4_4
108,24,13,19,2,30,4,4,4,662,228,archexploration,96,26,79,4_4_4
139,35,43,35,4,32,4,4,4,663,228,archexploration,153,59,63,4_4_4
104,17,19,26,2,28,4,4,4,664,228,archexploration,75,32,73,4_4_4
112,38,38,34,2,25,4,4,4,665,228,archexploration,138,52,65,4_4_4
115,24,12,40,5,15,4,4,4,666,228,archexploration,132,29,60,4_4_4
143,20,41,39,1,44,4,4,4,667,228,archexploration,72,55,56,4_4_4
124,28,39,26,4,13,4,4,4,668,228,archexploration,132,57,74,4_4_4
100,10,11,13,3,17,4,4,4,669,228,archexploration,66,25,87,4_4_4
135,11,47,17,5,20,4,4,4,670,228,archexploration,93,65,83,4_4_4
112,9,17,35,5,32,4,4,4,671,228,archexploration,87,30,63,4_4_4
116,26,30,31,1,40,4,4,4,672,228,archexploration,90,42,65,4_4_4
146,28,25,50,2,35,4,4,4,673,228,archexploration,108,41,48,4_4_4
137,27,50,47,2,32,4,4,4,674,228,archexploration,105,66,52,4_4_4
125,4,16,39,2,47,4,4,4,675,228,archexploration,36,28,55,4_4_4
100,8,32,24,2,50,4,4,4,676,228,archexploration,48,41,67,4_4_4
122,23,12,25,3,50,4,4,4,677,228,archexploration,105,23,66,4_4_4
142,25,33,32,2,39,4,4,4,678,228,archexploration,99,48,64,4_4_4
108,19,40,15,2,24,4,4,4,679,228,archexploration,81,54,84,4_4_4
121,11,40,45,2,14,4,4,4,680,228,archexploration,57,58,55,4_4_4
137,16,39,24,4,13,4,4,4,681,228,archexploration,96,59,76,4_4_4
100,34,26,42,4,42,4,4,4,682,228,archexploration,150,36,54,4_4_4
106,36,41,17,1,30,4,4,4,683,228,archexploration,120,54,81,4_4_4
115,20,43,21,5,39,4,4,4,684,228,archexploration,120,55,75,4_4_4
102,28,42,24,5,20,4,4,4,685,228,archexploration,144,56,76,4_4_4
149,10,48,20,4,50,4,4,4,686,228,archexploration,78,61,70,4_4_4
111,12,49,36,4,26,4,4,4,687,228,archexploration,84,63,63,4_4_4
140,16,24,27,1,48,4,4,4,688,228,archexploration,60,37,65,4_4_4
115,39,20,50,1,16,4,4,4,689,228,archexploration,129,37,50,4_4_4
143,20,14,17,1,47,4,4,4,690,228,archexploration,72,27,75,4_4_4
132,13,48,38,4,49,4,4,4,691,228,archexploration,87,60,55,4_4_4
118,33,48,17,2,42,4,4,4,692,228,archexploration,123,60,77,4_4_4
104,4,45,26,1,28,4,4,4,693,228,archexploration,24,58,73,4_4_4
131,22,40,40,4,35,4,4,4,694,228,archexploration,114,55,58,4_4_4
142,5,37,33,5,39,4,4,4,695,228,archexploration,75,52,64,4_4_4
120,20,20,19,5,25,4,4,4,696,228,archexploration,120,35,80,4_4_4
118,3,33,32,5,35,4,4,4,697,228,archexploration,69,46,66,4_4_4
145,3,43,41,3,12,4,4,4,698,228,archexploration,45,65,59,4_4_4
115,26,48,38,3,40,4,4,4,699,228,archexploration,114,60,59,4_4_4
125,38,40,37,2,21,4,4,4,700,228,archexploration,138,57,63,4_4_4
137,21,35,44,4,31,4,4,4,701,228,archexploration,111,51,55,4_4_4
128,2,23,22,5,43,4,4,4,702,228,archexploration,66,36,72,4_4_4
132,39,37,40,1,33,4,4,4,703,228,archexploration,129,52,58,4_4_4
107,23,25,44,1,45,4,4,4,704,228,archexploration,81,35,51,4_4_4
108,21,37,43,2,18,4,4,4,705,228,archexploration,87,52,57,4_4_4
111,6,42,15,1,44,4,4,4,706,228,archexploration,30,53,78,4_4_4
113,5,36,34,4,21,4,4,4,707,228,archexploration,63,51,66,4_4_4
137,17,27,21,3,12,4,4,4,708,228,archexploration,87,48,79,4_4_4
110,38,46,32,2,31,4,4,4,709,228,archexploration,138,59,66,4_4_4
107,25,38,10,3,48,4,4,4,710,228,archexploration,111,48,81,4_4_4
139,40,29,32,3,28,4,4,4,711,228,archexploration,156,46,67,4_4_4
138,5,16,39,1,22,4,4,4,712,228,archexploration,27,34,61,4_4_4
140,24,15,43,4,31,4,4,4,713,228,archexploration,120,32,56,4_4_4
138,14,27,22,2,24,4,4,4,714,228,archexploration,66,45,77,4_4_4
108,0,49,13,1,40,4,4,4,715,228,archexploration,12,60,82,4_4_4
131,2,24,39,2,47,4,4,4,716,228,archexploration,30,36,55,4_4_4
124,0,45,30,2,12,4,4,4,717,228,archexploration,24,64,70,4_4_4
127,7,22,26,1,23,4,4,4,718,228,archexploration,33,39,74,4_4_4
113,37,16,15,5,44,4,4,4,719,228,archexploration,171,27,78,4_4_4
102,21,11,38,5,27,4,4,4,720,228,archexploration,123,24,61,4_4_4
135,28,37,38,3,34,4,4,4,721,228,archexploration,120,52,60,4_4_4
105,12,26,46,4,27,4,4,4,722,228,archexploration,84,39,53,4_4_4
133,40,14,28,3,26,4,4,4,723,228,archexploration,156,31,71,4_4_4
150,19,37,24,2,12,4,4,4,724,228,archexploration,81,59,76,4_4_4
130,26,20,22,4,20,4,4,4,725,228,archexploration,126,38,78,4_4_4
100,35,27,29,5,23,4,4,4,726,228,archexploration,165,40,71,4_4_4
130,10,34,30,5,45,4,4,4,727,228,archexploration,90,46,64,4_4_4
119,37,30,14,4,24,4,4,4,728,228,archexploration,159,46,85,4_4_4
133,0,25,27,4,19,4,4,4,729,228,archexploration,48,43,73,4_4_4
119,7,43,21,2,12,4,4,4,730,228,archexploration,45,61,79,4_4_4
145,39,16,32,4,36,4,4,4,731,228,archexploration,165,32,65,4_4_4
132,38,20,22,4,33,4,4,4,732,228,archexploration,162,35,76,4_4_4
140,37,40,39,4,16,4,4,4,733,228,archexploration,159,60,61,4_4_4
130,6,35,50,1,15,4,4,4,734,228,archexploration,30,54,50,4_4_4
139,22,12,17,5,10,4,4,4,735,228,archexploration,126,33,83,4_4_4
129,23,24,44,1,24,4,4,4,736,228,archexploration,81,41,56,4_4_4
112,15,23,39,3,31,4,4,4,737,228,archexploration,81,36,60,4_4_4
102,30,12,18,5,43,4,4,4,738,228,archexploration,150,22,76,4_4_4
140,22,18,14,5,49,4,4,4,739,228,archexploration,126,30,76,4_4_4
142,29,27,11,5,18,4,4,4,740,228,archexploration,147,47,89,4_4_4
149,10,23,36,1,46,4,4,4,741,228,archexploration,42,37,58,4_4_4
122,17,50,41,2,41,4,4,4,742,228,archexploration,75,62,55,4_4_4
111,11,43,29,4,18,4,4,4,743,228,archexploration,81,59,71,4_4_4
146,18,27,43,5,30,4,4,4,744,228,archexploration,114,45,56,4_4_4
119,13,15,13,1,28,4,4,4,745,228,archexploration,51,30,86,4_4_4
108,6,27,10,4,39,4,4,4,746,228,archexploration,66,38,85,4_4_4
145,6,33,14,5,42,4,4,4,747,228,archexploration,78,48,80,4_4_4
119,8,17,42,5,42,4,4,4,748,228,archexploration,84,29,54,4_4_4
117,25,24,34,3,31,4,4,4,749,228,archexploration,111,38,65,4_4_4
126,23,45,19,2,22,4,4,4,750,228,archexploration,93,62,81,4_4_4
107,40,32,48,4,10,4,4,4,751,228,archexploration,168,49,52,4_4_4
110,25,35,20,1,14,4,4,4,752,228,archexploration,87,51,80,4_4_4
141,31,25,14,2,48,4,4,4,753,228,archexploration,117,38,77,4_4_4
110,15,27,47,1,31,4,4,4,754,228,archexploration,57,40,52,4_4_4
139,34,19,28,5,44,4,4,4,755,228,archexploration,162,32,66,4_4_4
144,36,44,17,3,46,4,4,4,756,228,archexploration,144,57,75,4_4_4
147,38,34,23,5,41,4,4,4,757,228,archexploration,174,49,72,4_4_4
102,32,19,41,2,45,4,4,4,758,228,archexploration,120,29,54,4_4_4
137,34,49,24,1,18,4,4,4,759,228,archexploration,114,68,76,4_4_4
148,36,43,44,1,46,4,4,4,760,228,archexploration,120,57,51,4_4_4
144,1,26,50,5,16,4,4,4,761,228,archexploration,63,47,50,4_4_4
129,10,29,27,5,29,4,4,4,762,228,archexploration,90,45,72,4_4_4
136,39,47,13,5,33,4,4,4,763,228,archexploration,177,63,84,4_4_4
140,32,31,21,3,48,4,4,4,764,228,archexploration,132,44,71,4_4_4
134,17,36,46,2,40,4,4,4,765,228,archexploration,75,50,51,4_4_4
113,34,44,14,4,37,4,4,4,766,228,archexploration,150,56,82,4_4_4
148,7,23,48,3,23,4,4,4,767,228,archexploration,57,42,52,4_4_4
105,35,15,29,4,19,4,4,4,768,228,archexploration,153,30,71,4_4_4
128,39,38,43,5,47,4,4,4,769,228,archexploration,177,50,52,4_4_4
123,3,42,15,5,22,4,4,4,770,228,archexploration,69,58,85,4_4_4
128,37,39,27,5,24,4,4,4,771,228,archexploration,171,56,72,4_4_4
133,7,21,46,1,36,4,4,4,772,228,archexploration,33,36,52,4_4_4
147,28,46,41,2,23,4,4,4,773,228,archexploration,108,65,59,4_4_4
144,35,48,26,1,49,4,4,4,774,228,archexploration,117,61,66,4_4_4
113,28,42,46,1,38,4,4,4,775,228,archexploration,96,54,52,4_4_4
126,2,50,40,4,29,4,4,4,776,228,archexploration,54,65,59,4_4_4
111,10,17,42,3,25,4,4,4,777,228,archexploration,66,31,58,4_4_4
117,11,30,37,5,27,4,4,4,778,228,archexploration,93,45,62,4_4_4
138,2,10,22,2,22,4,4,4,779,228,archexploration,30,28,78,4_4_4
131,24,11,36,3,14,4,4,4,780,228,archexploration,108,30,64,4_4_4
144,16,44,25,2,35,4,4,4,781,228,archexploration,72,60,72,4_4_4
135,29,36,48,4,29,4,4,4,782,228,archexploration,135,52,51,4_4_4
123,35,30,20,1,46,4,4,4,783,228,archexploration,117,42,73,4_4_4
103,35,17,36,3,20,4,4,4,784,228,archexploration,141,31,64,4_4_4
126,17,19,18,4,39,4,4,4,785,228,archexploration,99,32,78,4_4_4
148,13,26,47,5,50,4,4,4,786,228,archexploration,99,39,47,4_4_4
125,32,45,17,2,24,4,4,4,787,228,archexploration,120,61,82,4_4_4
127,20,25,48,5,34,4,4,4,788,228,archexploration,120,39,50,4_4_4
122,19,48,10,2,27,4,4,4,789,228,archexploration,81,63,89,4_4_4
105,36,24,40,5,22,4,4,4,790,228,archexploration,168,38,60,4_4_4
144,27,15,30,2,44,4,4,4,791,228,archexploration,105,29,65,4_4_4
135,4,13,16,1,45,4,4,4,792,228,archexploration,24,26,77,4_4_4
143,34,41,12,4,42,4,4,4,793,228,archexploration,150,55,82,4_4_4
116,9,39,29,1,20,4,4,4,794,228,archexploration,39,55,71,4_4_4
123,9,40,12,5,33,4,4,4,795,228,archexploration,87,54,85,4_4_4
146,15,32,16,5,25,4,4,4,796,228,archexploration,105,51,83,4_4_4
140,33,45,47,2,13,4,4,4,797,228,archexploration,123,66,53,4_4_4
124,21,49,22,3,37,4,4,4,798,228,archexploration,99,63,75,4_4_4
104,35,16,44,4,21,4,4,4,799,228,archexploration,153,30,56,4_4_4
136,33,38,28,4,20,4,4,4,800,228,archexploration,147,57,72,4_4_4
122,6,40,45,3,35,4,4,4,801,228,archexploration,54,54,53,4_4_4
134,29,16,32,1,40,4,4,4,802,228,archexploration,99,30,64,4_4_4
124,30,44,43,3,25,4,4,4,803,228,archexploration,126,60,57,4_4_4
131,21,49,28,3,27,4,4,4,804,228,archexploration,99,65,71,4_4_4
106,35,25,25,3,45,4,4,4,805,228,archexploration,141,35,69,4_4_4
106,7,18,38,3,25,4,4,4,806,228,archexploration,57,32,62,4_4_4
121,9,40,20,1,22,4,4,4,807,228,archexploration,39,56,80,4_4_4
146,31,17,50,4,38,4,4,4,808,228,archexploration,141,33,48,4_4_4
122,35,20,47,3,14,4,4,4,809,228,archexploration,141,38,53,4_4_4
114,11,45,12,1,13,4,4,4,810,228,archexploration,45,62,88,4_4_4
122,18,11,12,3,11,4,4,4,811,228,archexploration,90,30,88,4_4_4
134,29,29,20,1,30,4,4,4,812,228,archexploration,99,45,78,4_4_4
130,12,19,44,1,17,4,4,4,813,228,archexploration,48,37,56,4_4_4
101,31,48,45,4,11,4,4,4,814,228,archexploration,141,63,55,4_4_4
147,10,50,34,1,45,4,4,4,815,228,archexploration,42,64,60,4_4_4
101,40,46,21,5,35,4,4,4,816,228,archexploration,180,57,76,4_4_4
141,18,44,49,5,35,4,4,4,817,228,archexploration,114,60,49,4_4_4
136,39,10,18,1,31,4,4,4,818,228,archexploration,129,26,80,4_4_4
121,40,14,34,5,22,4,4,4,819,228,archexploration,180,30,66,4_4_4
136,8,21,24,2,47,4,4,4,820,228,archexploration,48,34,69,4_4_4
111,27,42,23,1,13,4,4,4,821,228,archexploration,93,59,77,4_4_4
128,2,28,49,1,17,4,4,4,822,228,archexploration,18,46,51,4_4_4
142,14,29,10,5,32,4,4,4,823,228,archexploration,102,46,88,4_4_4
127,4,34,21,2,43,4,4,4,824,228,archexploration,36,47,73,4_4_4
136,26,15,39,1,48,4,4,4,825,228,archexploration,90,27,55,4_4_4
109,17,33,36,4,35,4,4,4,826,228,archexploration,99,45,62,4_4_4
145,15,50,46,5,16,4,4,4,827,228,archexploration,105,71,54,4_4_4
143,26,11,23,1,15,4,4,4,828,228,archexploration,90,32,77,4_4_4
141,34,36,13,4,31,4,4,4,829,228,archexploration,150,53,85,4_4_4
113,26,22,26,2,13,4,4,4,830,228,archexploration,102,39,74,4_4_4
149,7,17,23,1,32,4,4,4,831,228,archexploration,33,34,75,4_4_4
106,37,10,48,1,30,4,4,4,832,228,archexploration,123,23,51,4_4_4
105,5,43,16,3,12,4,4,4,833,228,archexploration,51,59,84,4_4_4
122,20,37,32,2,48,4,4,4,834,228,archexploration,84,48,61,4_4_4
122,9,24,43,5,19,4,4,4,835,228,archexploration,87,41,57,4_4_4
128,25,25,50,2,23,4,4,4,836,228,archexploration,99,42,50,4_4_4
128,30,42,10,2,18,4,4,4,837,228,archexploration,114,60,90,4_4_4
105,1,22,16,5,11,4,4,4,838,228,archexploration,63,38,84,4_4_4
125,36,13,14,3,17,4,4,4,839,228,archexploration,144,31,86,4_4_4
114,17,27,17,5,49,4,4,4,840,228,archexploration,111,37,74,4_4_4
107,14,11,28,5,30,4,4,4,841,228,archexploration,102,24,71,4_4_4
125,28,28,48,2,40,4,4,4,842,228,archexploration,108,41,49,4_4_4
109,23,49,27,5,18,4,4,5,343,229,archexploration,134,64,73,4_4_5
138,15,18,22,4,10,4,4,5,344,229,archexploration,97,39,78,4_4_5
104,21,44,30,3,48,4,4,5,345,229,archexploration,102,54,63,4_4_5
109,12,11,15,3,36,4,4,5,346,229,archexploration,75,23,82,4_4_5
147,13,11,18,1,27,4,4,5,347,229,archexploration,52,29,81,4_4_5
116,38,16,21,5,37,4,4,5,348,229,archexploration,179,29,75,4_4_5
101,3,32,28,1,34,4,4,5,349,229,archexploration,22,44,70,4_4_5
110,40,36,11,3,21,4,4,5,350,229,archexploration,159,51,89,4_4_5
135,23,36,35,3,37,4,4,5,351,229,archexploration,108,51,62,4_4_5
134,18,38,43,3,34,4,4,5,352,229,archexploration,93,53,55,4_4_5
109,25,32,41,4,28,4,4,5,353,229,archexploration,127,46,58,4_4_5
129,37,49,26,4,50,4,4,5,354,229,archexploration,163,60,65,4_4_5
122,1,18,13,5,14,4,4,5,355,229,archexploration,68,36,87,4_4_5
127,32,34,36,5,49,4,4,5,356,229,archexploration,161,45,57,4_4_5
147,37,44,19,2,29,4,4,5,357,229,archexploration,137,62,80,4_4_5
134,20,38,11,4,16,4,4,5,358,229,archexploration,112,57,89,4_4_5
146,31,16,37,1,50,4,4,5,359,229,archexploration,106,29,56,4_4_5
108,20,37,47,3,47,4,4,5,360,229,archexploration,99,47,48,4_4_5
124,15,30,47,2,15,4,4,5,361,229,archexploration,71,48,53,4_4_5
111,15,38,16,2,15,4,4,5,362,229,archexploration,71,54,84,4_4_5
130,14,14,23,3,25,4,4,5,363,229,archexploration,81,31,76,4_4_5
108,23,42,43,3,28,4,4,5,364,229,archexploration,108,55,56,4_4_5
112,4,27,11,3,20,4,4,5,365,229,archexploration,51,42,89,4_4_5
140,4,41,19,4,39,4,4,5,366,229,archexploration,64,56,77,4_4_5
140,31,12,26,3,23,4,4,5,367,229,archexploration,132,30,74,4_4_5
120,4,44,13,4,22,4,4,5,368,229,archexploration,64,60,87,4_4_5
112,38,22,40,4,36,4,4,5,369,229,archexploration,166,34,58,4_4_5
126,18,39,23,3,17,4,4,5,370,229,archexploration,93,57,77,4_4_5
112,9,45,34,3,25,4,4,5,371,229,archexploration,66,59,65,4_4_5
130,27,27,16,5,18,4,4,5,372,229,archexploration,146,45,84,4_4_5
103,8,28,12,2,28,4,4,5,373,229,archexploration,50,41,87,4_4_5
149,22,37,45,1,38,4,4,5,374,229,archexploration,79,53,52,4_4_5
145,28,21,11,1,50,4,4,5,375,229,archexploration,97,34,78,4_4_5
105,17,32,25,4,41,4,4,5,376,229,archexploration,103,43,70,4_4_5
119,9,43,21,4,34,4,4,5,377,229,archexploration,79,57,76,4_4_5
118,18,47,30,4,11,4,4,5,378,229,archexploration,106,65,70,4_4_5
101,14,15,33,2,45,4,4,5,379,229,archexploration,68,25,61,4_4_5
116,3,22,37,5,17,4,4,5,380,229,archexploration,74,39,63,4_4_5
121,30,17,30,4,14,4,4,5,381,229,archexploration,142,35,70,4_4_5
111,4,30,27,5,19,4,4,5,382,229,archexploration,77,45,73,4_4_5
117,21,50,12,4,33,4,4,5,383,229,archexploration,115,64,85,4_4_5
143,1,17,36,2,24,4,4,5,384,229,archexploration,29,36,64,4_4_5
144,12,38,35,3,39,4,4,5,385,229,archexploration,75,53,62,4_4_5
106,12,11,43,1,29,4,4,5,386,229,archexploration,49,24,56,4_4_5
102,12,16,11,1,24,4,4,5,387,229,archexploration,49,29,88,4_4_5
118,18,21,26,4,13,4,4,5,388,229,archexploration,106,39,74,4_4_5
117,8,28,39,5,40,4,4,5,389,229,archexploration,89,40,58,4_4_5
106,29,21,28,1,32,4,4,5,390,229,archexploration,100,34,70,4_4_5
109,34,12,11,3,26,4,4,5,391,229,archexploration,141,26,88,4_4_5
120,8,49,29,1,41,4,4,5,392,229,archexploration,37,61,67,4_4_5
142,15,43,41,4,19,4,4,5,393,229,archexploration,97,63,59,4_4_5
111,31,29,24,2,30,4,4,5,394,229,archexploration,119,42,74,4_4_5
118,1,12,24,5,16,4,4,5,395,229,archexploration,68,29,76,4_4_5
147,17,46,13,1,48,4,4,5,396,229,archexploration,64,59,78,4_4_5
145,15,10,33,1,15,4,4,5,397,229,archexploration,58,31,67,4_4_5
122,25,44,37,1,31,4,4,5,398,229,archexploration,88,59,62,4_4_5
108,5,27,41,4,19,4,4,5,399,229,archexploration,67,42,59,4_4_5
120,5,18,22,4,48,4,4,5,400,229,archexploration,67,29,70,4_4_5
136,19,39,35,1,37,4,4,5,401,229,archexploration,70,54,62,4_4_5
123,7,34,42,1,47,4,4,5,402,229,archexploration,34,45,52,4_4_5
101,26,30,41,2,28,4,4,5,403,229,archexploration,104,43,58,4_4_5
129,17,31,50,3,13,4,4,5,404,229,archexploration,90,50,50,4_4_5
115,21,25,43,2,33,4,4,5,405,229,archexploration,89,38,55,4_4_5
116,26,21,19,4,36,4,4,5,406,229,archexploration,130,34,78,4_4_5
119,33,15,44,4,22,4,4,5,407,229,archexploration,151,31,56,4_4_5
129,1,25,34,2,29,4,4,5,408,229,archexploration,29,41,65,4_4_5
105,29,35,29,2,26,4,4,5,409,229,archexploration,113,48,70,4_4_5
115,24,40,21,5,23,4,4,5,410,229,archexploration,137,55,79,4_4_5
132,38,26,44,3,36,4,4,5,411,229,archexploration,153,41,54,4_4_5
148,39,24,19,1,25,4,4,5,412,229,archexploration,130,43,80,4_4_5
141,33,30,10,3,14,4,4,5,413,229,archexploration,138,51,90,4_4_5
137,29,16,39,3,19,4,4,5,414,229,archexploration,126,35,61,4_4_5
144,0,28,26,2,16,4,4,5,415,229,archexploration,26,49,74,4_4_5
132,3,20,14,5,24,4,4,5,416,229,archexploration,74,37,85,4_4_5
117,22,50,13,3,20,4,4,5,417,229,archexploration,105,66,87,4_4_5
113,32,41,27,5,26,4,4,5,418,229,archexploration,161,55,72,4_4_5
103,36,41,20,5,30,4,4,5,419,229,archexploration,173,54,78,4_4_5
122,21,12,31,5,40,4,4,5,420,229,archexploration,128,25,65,4_4_5
131,27,25,41,3,45,4,4,5,421,229,archexploration,120,38,54,4_4_5
138,8,48,26,1,19,4,4,5,422,229,archexploration,37,67,74,4_4_5
127,5,19,35,3,25,4,4,5,423,229,archexploration,54,35,64,4_4_5
120,35,32,40,2,41,4,4,5,424,229,archexploration,131,44,56,4_4_5
150,24,26,15,1,27,4,4,5,425,229,archexploration,85,45,84,4_4_5
100,40,23,27,1,16,4,4,5,426,229,archexploration,133,37,73,4_4_5
107,4,29,12,4,24,4,4,5,427,229,archexploration,64,43,87,4_4_5
105,22,43,45,4,33,4,4,5,428,229,archexploration,118,55,54,4_4_5
129,31,33,23,1,37,4,4,5,429,229,archexploration,106,47,74,4_4_5
107,32,47,49,4,17,4,4,5,430,229,archexploration,148,62,51,4_4_5
102,11,23,42,3,37,4,4,5,431,229,archexploration,72,34,56,4_4_5
109,28,14,29,1,23,4,4,5,432,229,archexploration,97,28,71,4_4_5
109,14,41,30,1,25,4,4,5,433,229,archexploration,55,55,69,4_4_5
133,40,30,42,3,34,4,4,5,434,229,archexploration,159,45,56,4_4_5
129,36,13,34,1,12,4,4,5,435,229,archexploration,121,32,66,4_4_5
132,23,40,35,2,41,4,4,5,436,229,archexploration,95,53,61,4_4_5
121,11,41,41,4,29,4,4,5,437,229,archexploration,85,56,58,4_4_5
128,38,30,25,3,37,4,4,5,438,229,archexploration,153,44,72,4_4_5
120,8,25,47,5,13,4,4,5,439,229,archexploration,89,43,53,4_4_5
124,23,32,20,1,21,4,4,5,440,229,archexploration,82,49,80,4_4_5
132,3,33,28,1,42,4,4,5,441,229,archexploration,22,46,67,4_4_5
145,27,47,15,4,21,4,4,5,442,229,archexploration,133,67,85,4_4_5
127,37,50,30,2,41,4,4,5,443,229,archexploration,137,63,66,4_4_5
121,24,42,20,1,18,4,4,5,444,229,archexploration,85,59,80,4_4_5
110,4,35,32,1,38,4,4,5,445,229,archexploration,25,47,65,4_4_5
134,20,10,23,4,33,4,4,5,446,229,archexploration,112,25,75,4_4_5
100,15,46,20,2,37,4,4,5,447,229,archexploration,71,57,76,4_4_5
139,27,40,46,1,11,4,4,5,448,229,archexploration,94,61,54,4_4_5
135,2,47,34,2,18,4,4,5,449,229,archexploration,32,66,66,4_4_5
106,36,24,10,5,40,4,4,5,450,229,archexploration,173,35,85,4_4_5
149,40,29,31,2,11,4,4,5,451,229,archexploration,146,52,69,4_4_5
120,21,11,24,1,16,4,4,5,452,229,archexploration,76,28,76,4_4_5
